sample_id,image_id,part_group_id,object_group_id,image_path,part_family,part_category,text_category,description,label,source
train_dataset_v2_air_filter_005_match_1,dataset_v2_air_filter_005,external_group_dataset_v2_air_filter_005,dataset_v2_object_air_filter_005,data/images/dataset_v2/air_filter/dataset_v2_air_filter_005.jpg,filtration,air_filter,air_filter,"Automotive component: engine air filter, used in the air-intake and filtration system.",MATCH,dataset_v2
train_dataset_v2_air_filter_005_partial_match_1,dataset_v2_air_filter_005,external_group_dataset_v2_air_filter_005,dataset_v2_object_air_filter_005,data/images/dataset_v2/air_filter/dataset_v2_air_filter_005.jpg,filtration,air_filter,oil_filter,"Automotive component: engine oil filter, used in the engine lubrication and filtration system.",PARTIAL_MATCH,dataset_v2
train_dataset_v2_air_filter_005_mismatch_1,dataset_v2_air_filter_005,external_group_dataset_v2_air_filter_005,dataset_v2_object_air_filter_005,data/images/dataset_v2/air_filter/dataset_v2_air_filter_005.jpg,filtration,air_filter,starter,"Automotive component: automotive starter motor, used in the engine starting and electrical system.",MISMATCH,dataset_v2
train_dataset_v2_air_filter_005_match_2,dataset_v2_air_filter_005,external_group_dataset_v2_air_filter_005,dataset_v2_object_air_filter_005,data/images/dataset_v2/air_filter/dataset_v2_air_filter_005.jpg,filtration,air_filter,air_filter,"Vehicle component identified as engine air filter, designed to remove dust and particles from the air entering the engine.",MATCH,dataset_v2
train_dataset_v2_air_filter_005_partial_match_2,dataset_v2_air_filter_005,external_group_dataset_v2_air_filter_005,dataset_v2_object_air_filter_005,data/images/dataset_v2/air_filter/dataset_v2_air_filter_005.jpg,filtration,air_filter,oil_filter,"Vehicle component identified as engine oil filter, designed to trap contaminants circulating in the engine lubricant.",PARTIAL_MATCH,dataset_v2
train_dataset_v2_air_filter_005_mismatch_2,dataset_v2_air_filter_005,external_group_dataset_v2_air_filter_005,dataset_v2_object_air_filter_005,data/images/dataset_v2/air_filter/dataset_v2_air_filter_005.jpg,filtration,air_filter,coil_spring,"Vehicle component identified as suspension coil spring, designed to support vehicle weight and store energy as the wheel moves.",MISMATCH,dataset_v2
train_air_filter_001_01_match_1,air_filter_001_01,air_filter_001,synthetic_family_air_filter,data/images/generated/air_filter_001_01.png,filtration,air_filter,air_filter,"Vehicle component identified as engine air filter, designed to remove dust and particles from the air entering the engine.",MATCH,generated
train_air_filter_001_01_partial_match_1,air_filter_001_01,air_filter_001,synthetic_family_air_filter,data/images/generated/air_filter_001_01.png,filtration,air_filter,oil_filter,"Vehicle component identified as engine oil filter, designed to trap contaminants circulating in the engine lubricant.",PARTIAL_MATCH,generated
train_air_filter_001_01_mismatch_1,air_filter_001_01,air_filter_001,synthetic_family_air_filter,data/images/generated/air_filter_001_01.png,filtration,air_filter,brake_pad,"Vehicle component identified as automotive brake pad, designed to press friction material against a brake disc to slow the vehicle.",MISMATCH,generated
train_air_filter_001_01_match_2,air_filter_001_01,air_filter_001,synthetic_family_air_filter,data/images/generated/air_filter_001_01.png,filtration,air_filter,air_filter,"This component is the engine air filter, with pleated filtering media inside a rigid frame or housing.",MATCH,generated
train_air_filter_001_01_partial_match_2,air_filter_001_01,air_filter_001,synthetic_family_air_filter,data/images/generated/air_filter_001_01.png,filtration,air_filter,oil_filter,"This component is the engine oil filter, with a replaceable canister or cartridge containing filtering media.",PARTIAL_MATCH,generated
train_air_filter_001_01_mismatch_2,air_filter_001_01,air_filter_001,synthetic_family_air_filter,data/images/generated/air_filter_001_01.png,filtration,air_filter,headlight,"This component is the front headlight assembly, with a shaped lens and reflector assembly for the front of a vehicle.",MISMATCH,generated
train_air_filter_002_01_match_1,air_filter_002_01,air_filter_002,synthetic_family_air_filter,data/images/generated/air_filter_002_01.png,filtration,air_filter,air_filter,"This component is the engine air filter, with pleated filtering media inside a rigid frame or housing.",MATCH,generated
train_air_filter_002_01_partial_match_1,air_filter_002_01,air_filter_002,synthetic_family_air_filter,data/images/generated/air_filter_002_01.png,filtration,air_filter,oil_filter,"This component is the engine oil filter, with a replaceable canister or cartridge containing filtering media.",PARTIAL_MATCH,generated
train_air_filter_002_01_mismatch_1,air_filter_002_01,air_filter_002,synthetic_family_air_filter,data/images/generated/air_filter_002_01.png,filtration,air_filter,shock_absorber,"This component is the suspension shock absorber, with a telescopic hydraulic damper with a cylindrical body and piston rod.",MISMATCH,generated
train_air_filter_002_01_match_2,air_filter_002_01,air_filter_002,synthetic_family_air_filter,data/images/generated/air_filter_002_01.png,filtration,air_filter,air_filter,Road-vehicle replacement part: engine air filter; its job is to remove dust and particles from the air entering the engine.,MATCH,generated
train_air_filter_002_01_partial_match_2,air_filter_002_01,air_filter_002,synthetic_family_air_filter,data/images/generated/air_filter_002_01.png,filtration,air_filter,oil_filter,Road-vehicle replacement part: engine oil filter; its job is to trap contaminants circulating in the engine lubricant.,PARTIAL_MATCH,generated
train_air_filter_002_01_mismatch_2,air_filter_002_01,air_filter_002,synthetic_family_air_filter,data/images/generated/air_filter_002_01.png,filtration,air_filter,starter,Road-vehicle replacement part: automotive starter motor; its job is to turn the engine crankshaft during starting using battery power.,MISMATCH,generated
train_air_filter_003_01_match_1,air_filter_003_01,air_filter_003,synthetic_family_air_filter,data/images/generated/air_filter_003_01.png,filtration,air_filter,air_filter,Road-vehicle replacement part: engine air filter; its job is to remove dust and particles from the air entering the engine.,MATCH,generated
train_air_filter_003_01_partial_match_1,air_filter_003_01,air_filter_003,synthetic_family_air_filter,data/images/generated/air_filter_003_01.png,filtration,air_filter,oil_filter,Road-vehicle replacement part: engine oil filter; its job is to trap contaminants circulating in the engine lubricant.,PARTIAL_MATCH,generated
train_air_filter_003_01_mismatch_1,air_filter_003_01,air_filter_003,synthetic_family_air_filter,data/images/generated/air_filter_003_01.png,filtration,air_filter,alternator,Road-vehicle replacement part: automotive alternator; its job is to convert mechanical rotation into electrical power and recharge the battery.,MISMATCH,generated
train_air_filter_003_01_match_2,air_filter_003_01,air_filter_003,synthetic_family_air_filter,data/images/generated/air_filter_003_01.png,filtration,air_filter,air_filter,"Automotive component: engine air filter, used in the air-intake and filtration system.",MATCH,generated
train_air_filter_003_01_partial_match_2,air_filter_003_01,air_filter_003,synthetic_family_air_filter,data/images/generated/air_filter_003_01.png,filtration,air_filter,oil_filter,"Automotive component: engine oil filter, used in the engine lubrication and filtration system.",PARTIAL_MATCH,generated
train_air_filter_003_01_mismatch_2,air_filter_003_01,air_filter_003,synthetic_family_air_filter,data/images/generated/air_filter_003_01.png,filtration,air_filter,brake_pad,"Automotive component: automotive brake pad, used in the disc-brake system.",MISMATCH,generated
train_air_filter_004_01_match_1,air_filter_004_01,air_filter_004,synthetic_family_air_filter,data/images/generated/air_filter_004_01.png,filtration,air_filter,air_filter,"Automotive component: engine air filter, used in the air-intake and filtration system.",MATCH,generated
train_air_filter_004_01_partial_match_1,air_filter_004_01,air_filter_004,synthetic_family_air_filter,data/images/generated/air_filter_004_01.png,filtration,air_filter,oil_filter,"Automotive component: engine oil filter, used in the engine lubrication and filtration system.",PARTIAL_MATCH,generated
train_air_filter_004_01_mismatch_1,air_filter_004_01,air_filter_004,synthetic_family_air_filter,data/images/generated/air_filter_004_01.png,filtration,air_filter,brake_disc,"Automotive component: brake disc or rotor, used in the disc-brake system.",MISMATCH,generated
train_air_filter_004_01_match_2,air_filter_004_01,air_filter_004,synthetic_family_air_filter,data/images/generated/air_filter_004_01.png,filtration,air_filter,air_filter,"Vehicle component identified as engine air filter, designed to remove dust and particles from the air entering the engine.",MATCH,generated
train_air_filter_004_01_partial_match_2,air_filter_004_01,air_filter_004,synthetic_family_air_filter,data/images/generated/air_filter_004_01.png,filtration,air_filter,oil_filter,"Vehicle component identified as engine oil filter, designed to trap contaminants circulating in the engine lubricant.",PARTIAL_MATCH,generated
train_air_filter_004_01_mismatch_2,air_filter_004_01,air_filter_004,synthetic_family_air_filter,data/images/generated/air_filter_004_01.png,filtration,air_filter,shock_absorber,"Vehicle component identified as suspension shock absorber, designed to dampen spring movement and control wheel and body oscillation.",MISMATCH,generated
train_air_filter_005_01_match_1,air_filter_005_01,air_filter_005,synthetic_family_air_filter,data/images/generated/air_filter_005_01.png,filtration,air_filter,air_filter,"Vehicle component identified as engine air filter, designed to remove dust and particles from the air entering the engine.",MATCH,generated
train_air_filter_005_01_partial_match_1,air_filter_005_01,air_filter_005,synthetic_family_air_filter,data/images/generated/air_filter_005_01.png,filtration,air_filter,oil_filter,"Vehicle component identified as engine oil filter, designed to trap contaminants circulating in the engine lubricant.",PARTIAL_MATCH,generated
train_air_filter_005_01_mismatch_1,air_filter_005_01,air_filter_005,synthetic_family_air_filter,data/images/generated/air_filter_005_01.png,filtration,air_filter,coil_spring,"Vehicle component identified as suspension coil spring, designed to support vehicle weight and store energy as the wheel moves.",MISMATCH,generated
train_air_filter_005_01_match_2,air_filter_005_01,air_filter_005,synthetic_family_air_filter,data/images/generated/air_filter_005_01.png,filtration,air_filter,air_filter,"This component is the engine air filter, with pleated filtering media inside a rigid frame or housing.",MATCH,generated
train_air_filter_005_01_partial_match_2,air_filter_005_01,air_filter_005,synthetic_family_air_filter,data/images/generated/air_filter_005_01.png,filtration,air_filter,oil_filter,"This component is the engine oil filter, with a replaceable canister or cartridge containing filtering media.",PARTIAL_MATCH,generated
train_air_filter_005_01_mismatch_2,air_filter_005_01,air_filter_005,synthetic_family_air_filter,data/images/generated/air_filter_005_01.png,filtration,air_filter,alternator,"This component is the automotive alternator, with a compact metal housing with a pulley and ventilation openings.",MISMATCH,generated
train_external_image_air_filter_2088950_match_1,external_image_air_filter_2088950,external_group_air_filter_2088950,wikimedia_object_air_filter_2088950,data/images/wikimedia/air_filter/commons_air_filter_2088950.jpg,filtration,air_filter,air_filter,"This component is the engine air filter, with pleated filtering media inside a rigid frame or housing.",MATCH,wikimedia
train_external_image_air_filter_2088950_partial_match_1,external_image_air_filter_2088950,external_group_air_filter_2088950,wikimedia_object_air_filter_2088950,data/images/wikimedia/air_filter/commons_air_filter_2088950.jpg,filtration,air_filter,oil_filter,"This component is the engine oil filter, with a replaceable canister or cartridge containing filtering media.",PARTIAL_MATCH,wikimedia
train_external_image_air_filter_2088950_mismatch_1,external_image_air_filter_2088950,external_group_air_filter_2088950,wikimedia_object_air_filter_2088950,data/images/wikimedia/air_filter/commons_air_filter_2088950.jpg,filtration,air_filter,headlight,"This component is the front headlight assembly, with a shaped lens and reflector assembly for the front of a vehicle.",MISMATCH,wikimedia
train_external_image_air_filter_2088950_match_2,external_image_air_filter_2088950,external_group_air_filter_2088950,wikimedia_object_air_filter_2088950,data/images/wikimedia/air_filter/commons_air_filter_2088950.jpg,filtration,air_filter,air_filter,Road-vehicle replacement part: engine air filter; its job is to remove dust and particles from the air entering the engine.,MATCH,wikimedia
train_external_image_air_filter_2088950_partial_match_2,external_image_air_filter_2088950,external_group_air_filter_2088950,wikimedia_object_air_filter_2088950,data/images/wikimedia/air_filter/commons_air_filter_2088950.jpg,filtration,air_filter,oil_filter,Road-vehicle replacement part: engine oil filter; its job is to trap contaminants circulating in the engine lubricant.,PARTIAL_MATCH,wikimedia
train_external_image_air_filter_2088950_mismatch_2,external_image_air_filter_2088950,external_group_air_filter_2088950,wikimedia_object_air_filter_2088950,data/images/wikimedia/air_filter/commons_air_filter_2088950.jpg,filtration,air_filter,brake_disc,Road-vehicle replacement part: brake disc or rotor; its job is to provide the rotating friction surface clamped by the brake pads.,MISMATCH,wikimedia
train_external_image_air_filter_220313_match_1,external_image_air_filter_220313,external_group_air_filter_220313,wikimedia_object_air_filter_220313,data/images/wikimedia/air_filter/commons_air_filter_220313.jpg,filtration,air_filter,air_filter,Road-vehicle replacement part: engine air filter; its job is to remove dust and particles from the air entering the engine.,MATCH,wikimedia
train_external_image_air_filter_220313_partial_match_1,external_image_air_filter_220313,external_group_air_filter_220313,wikimedia_object_air_filter_220313,data/images/wikimedia/air_filter/commons_air_filter_220313.jpg,filtration,air_filter,oil_filter,Road-vehicle replacement part: engine oil filter; its job is to trap contaminants circulating in the engine lubricant.,PARTIAL_MATCH,wikimedia
train_external_image_air_filter_220313_mismatch_1,external_image_air_filter_220313,external_group_air_filter_220313,wikimedia_object_air_filter_220313,data/images/wikimedia/air_filter/commons_air_filter_220313.jpg,filtration,air_filter,starter,Road-vehicle replacement part: automotive starter motor; its job is to turn the engine crankshaft during starting using battery power.,MISMATCH,wikimedia
train_external_image_air_filter_220313_match_2,external_image_air_filter_220313,external_group_air_filter_220313,wikimedia_object_air_filter_220313,data/images/wikimedia/air_filter/commons_air_filter_220313.jpg,filtration,air_filter,air_filter,"Automotive component: engine air filter, used in the air-intake and filtration system.",MATCH,wikimedia
train_external_image_air_filter_220313_partial_match_2,external_image_air_filter_220313,external_group_air_filter_220313,wikimedia_object_air_filter_220313,data/images/wikimedia/air_filter/commons_air_filter_220313.jpg,filtration,air_filter,oil_filter,"Automotive component: engine oil filter, used in the engine lubrication and filtration system.",PARTIAL_MATCH,wikimedia
train_external_image_air_filter_220313_mismatch_2,external_image_air_filter_220313,external_group_air_filter_220313,wikimedia_object_air_filter_220313,data/images/wikimedia/air_filter/commons_air_filter_220313.jpg,filtration,air_filter,coil_spring,"Automotive component: suspension coil spring, used in the vehicle suspension system.",MISMATCH,wikimedia
train_external_image_air_filter_475880_match_1,external_image_air_filter_475880,external_group_air_filter_475880,wikimedia_air_filter_opel_astra_series,data/images/wikimedia/air_filter/commons_air_filter_475880.jpg,filtration,air_filter,air_filter,"Automotive component: engine air filter, used in the air-intake and filtration system.",MATCH,wikimedia
train_external_image_air_filter_475880_partial_match_1,external_image_air_filter_475880,external_group_air_filter_475880,wikimedia_air_filter_opel_astra_series,data/images/wikimedia/air_filter/commons_air_filter_475880.jpg,filtration,air_filter,oil_filter,"Automotive component: engine oil filter, used in the engine lubrication and filtration system.",PARTIAL_MATCH,wikimedia
train_external_image_air_filter_475880_mismatch_1,external_image_air_filter_475880,external_group_air_filter_475880,wikimedia_air_filter_opel_astra_series,data/images/wikimedia/air_filter/commons_air_filter_475880.jpg,filtration,air_filter,brake_pad,"Automotive component: automotive brake pad, used in the disc-brake system.",MISMATCH,wikimedia
train_external_image_air_filter_475880_match_2,external_image_air_filter_475880,external_group_air_filter_475880,wikimedia_air_filter_opel_astra_series,data/images/wikimedia/air_filter/commons_air_filter_475880.jpg,filtration,air_filter,air_filter,"Vehicle component identified as engine air filter, designed to remove dust and particles from the air entering the engine.",MATCH,wikimedia
train_external_image_air_filter_475880_partial_match_2,external_image_air_filter_475880,external_group_air_filter_475880,wikimedia_air_filter_opel_astra_series,data/images/wikimedia/air_filter/commons_air_filter_475880.jpg,filtration,air_filter,oil_filter,"Vehicle component identified as engine oil filter, designed to trap contaminants circulating in the engine lubricant.",PARTIAL_MATCH,wikimedia
train_external_image_air_filter_475880_mismatch_2,external_image_air_filter_475880,external_group_air_filter_475880,wikimedia_air_filter_opel_astra_series,data/images/wikimedia/air_filter/commons_air_filter_475880.jpg,filtration,air_filter,headlight,"Vehicle component identified as front headlight assembly, designed to illuminate the road ahead and make the vehicle visible from the front.",MISMATCH,wikimedia
train_external_image_air_filter_475881_match_1,external_image_air_filter_475881,external_group_air_filter_475881,wikimedia_air_filter_opel_astra_series,data/images/wikimedia/air_filter/commons_air_filter_475881.jpg,filtration,air_filter,air_filter,"Vehicle component identified as engine air filter, designed to remove dust and particles from the air entering the engine.",MATCH,wikimedia
train_external_image_air_filter_475881_partial_match_1,external_image_air_filter_475881,external_group_air_filter_475881,wikimedia_air_filter_opel_astra_series,data/images/wikimedia/air_filter/commons_air_filter_475881.jpg,filtration,air_filter,oil_filter,"Vehicle component identified as engine oil filter, designed to trap contaminants circulating in the engine lubricant.",PARTIAL_MATCH,wikimedia
train_external_image_air_filter_475881_mismatch_1,external_image_air_filter_475881,external_group_air_filter_475881,wikimedia_air_filter_opel_astra_series,data/images/wikimedia/air_filter/commons_air_filter_475881.jpg,filtration,air_filter,shock_absorber,"Vehicle component identified as suspension shock absorber, designed to dampen spring movement and control wheel and body oscillation.",MISMATCH,wikimedia
train_external_image_air_filter_475881_match_2,external_image_air_filter_475881,external_group_air_filter_475881,wikimedia_air_filter_opel_astra_series,data/images/wikimedia/air_filter/commons_air_filter_475881.jpg,filtration,air_filter,air_filter,"This component is the engine air filter, with pleated filtering media inside a rigid frame or housing.",MATCH,wikimedia
train_external_image_air_filter_475881_partial_match_2,external_image_air_filter_475881,external_group_air_filter_475881,wikimedia_air_filter_opel_astra_series,data/images/wikimedia/air_filter/commons_air_filter_475881.jpg,filtration,air_filter,oil_filter,"This component is the engine oil filter, with a replaceable canister or cartridge containing filtering media.",PARTIAL_MATCH,wikimedia
train_external_image_air_filter_475881_mismatch_2,external_image_air_filter_475881,external_group_air_filter_475881,wikimedia_air_filter_opel_astra_series,data/images/wikimedia/air_filter/commons_air_filter_475881.jpg,filtration,air_filter,starter,"This component is the automotive starter motor, with a compact electric motor with a solenoid and drive gear.",MISMATCH,wikimedia
train_external_image_air_filter_9446495_match_1,external_image_air_filter_9446495,external_group_air_filter_9446495,wikimedia_object_air_filter_9446495,data/images/wikimedia/air_filter/commons_air_filter_9446495.jpg,filtration,air_filter,air_filter,"This component is the engine air filter, with pleated filtering media inside a rigid frame or housing.",MATCH,wikimedia
train_external_image_air_filter_9446495_partial_match_1,external_image_air_filter_9446495,external_group_air_filter_9446495,wikimedia_object_air_filter_9446495,data/images/wikimedia/air_filter/commons_air_filter_9446495.jpg,filtration,air_filter,oil_filter,"This component is the engine oil filter, with a replaceable canister or cartridge containing filtering media.",PARTIAL_MATCH,wikimedia
train_external_image_air_filter_9446495_mismatch_1,external_image_air_filter_9446495,external_group_air_filter_9446495,wikimedia_object_air_filter_9446495,data/images/wikimedia/air_filter/commons_air_filter_9446495.jpg,filtration,air_filter,alternator,"This component is the automotive alternator, with a compact metal housing with a pulley and ventilation openings.",MISMATCH,wikimedia
train_external_image_air_filter_9446495_match_2,external_image_air_filter_9446495,external_group_air_filter_9446495,wikimedia_object_air_filter_9446495,data/images/wikimedia/air_filter/commons_air_filter_9446495.jpg,filtration,air_filter,air_filter,Road-vehicle replacement part: engine air filter; its job is to remove dust and particles from the air entering the engine.,MATCH,wikimedia
train_external_image_air_filter_9446495_partial_match_2,external_image_air_filter_9446495,external_group_air_filter_9446495,wikimedia_object_air_filter_9446495,data/images/wikimedia/air_filter/commons_air_filter_9446495.jpg,filtration,air_filter,oil_filter,Road-vehicle replacement part: engine oil filter; its job is to trap contaminants circulating in the engine lubricant.,PARTIAL_MATCH,wikimedia
train_external_image_air_filter_9446495_mismatch_2,external_image_air_filter_9446495,external_group_air_filter_9446495,wikimedia_object_air_filter_9446495,data/images/wikimedia/air_filter/commons_air_filter_9446495.jpg,filtration,air_filter,brake_pad,Road-vehicle replacement part: automotive brake pad; its job is to press friction material against a brake disc to slow the vehicle.,MISMATCH,wikimedia
train_dataset_v2_alternator_001_match_1,dataset_v2_alternator_001,external_group_dataset_v2_alternator_001,dataset_v2_object_alternator_001,data/images/dataset_v2/alternator/dataset_v2_alternator_001.jpg,electrical,alternator,alternator,"Automotive component: automotive alternator, used in the vehicle charging and electrical system.",MATCH,dataset_v2
train_dataset_v2_alternator_001_partial_match_1,dataset_v2_alternator_001,external_group_dataset_v2_alternator_001,dataset_v2_object_alternator_001,data/images/dataset_v2/alternator/dataset_v2_alternator_001.jpg,electrical,alternator,starter,"Automotive component: automotive starter motor, used in the engine starting and electrical system.",PARTIAL_MATCH,dataset_v2
